Transfer Institution,Transfer Crs,Title,BU Equiv Crs,Catalog Year
60342  University of Louisville,HSS  293,Soc & Psy Dim Phy Act,EXSC ELE,UG11
60342  University of Louisville,HSS  293,Soc & Psy Dim Phy Act,GEN. ELE,UG14
60342  University of Louisville,HSS  293,Soc & Psy Dim Phy Act,GEN. ELE,UG12
60342  University of Louisville,HSS  293,Soc & Psy Dim Phy Act,GEN. ELE,UG11
60342  University of Louisville,HSS  303,Human Nutrition,NURS 200,UG11
60342  University of Louisville,HSS  303,Human Nutrition,NURS 200,UG12
60342  University of Louisville,HSS  303,Human Nutrition,NURS 200,UG14
60342  University of Louisville,HSS  303,Human Nutrition,NURS ELE,UG11
60342  University of Louisville,HSS  303,Comtmp Ethical Problems,PHIL ELE,UG11
60342  University of Louisville,HSS  303,Human Nutrition,NURS 200,UG15
60342  University of Louisville,HSS  320,Grow & Motor Dev Acr Lif,GEN. ELE,UG11
60342  University of Louisville,HSS  320,Grow & Motor Dev Acr Lif,GEN. ELE,UG14
60342  University of Louisville,HSS  386,Structure in Movement,GEN. ELE,UG11
60342  University of Louisville,HSS  386,Structure in Movement,GEN. ELU,UG13
60342  University of Louisville,HSS  387,Biomechanics,GEN. ELE,UG11
60342  University of Louisville,HSS  389,Prevent & Care Ath Inj I,EXSC 324,UG11
60342  University of Louisville,HSS  389,Prevent & Care Ath Inj I,GEN. ELU,UG13
60342  University of Louisville,HSS  394,Intro Exercise Science,EXSC 110,UG12
60342  University of Louisville,HSS  396,Health/Fit Instructr Lab,EXSC 110,UG11
60342  University of Louisville,HSS  418,Diver Pop in Phy Act Hlt,GEN. ELE,UG11
60342  University of Louisville,HSS  418,Diver Pop in Phy Act Hlt,GEN. ELU,UG11
60342  University of Louisville,HSS  597,Stud Ath Develop & Life Skil,GEN. ELE,UG14
60342  University of Louisville,HUM  101,World Literature to 1700,ENGL GER,UG11
60342  University of Louisville,HUM  102,World Literature Aftr 1700-H,ENGL GER,UG15
60342  University of Louisville,HUM  151,Creativity & the Arts,F.A. GER,UG11
60342  University of Louisville,HUM  151,Creativity & the Arts,ART. GER,UG11
60342  University of Louisville,HUM  152,Cultures of America,HUM. ELE,UG11
60342  University of Louisville,HUM  152,Cultures of America,HUM. ELE,UG15
60342  University of Louisville,HUM  152,Cultures of America,IDC. 200,UG13
60342  University of Louisville,HUM  152,Cultures of America,HUM. ELE,UG14
60342  University of Louisville,HUM  215,Intro to Study of Religion,HUM. ELE,UG14
60342  University of Louisville,HUM  215,Intro to Study of Religion,THEO ELE,UG13
60342  University of Louisville,HUM  215,Intro to Study of Religion,THEO GER,UG12
60342  University of Louisville,HUM  216,Intro to World Religions,THEO GER,UG12
60342  University of Louisville,HUM  216,Intro to World Religions,THEO 307,UG14
60342  University of Louisville,HUM  216,Intro to World Religions,THEO GER,UG14
60342  University of Louisville,HUM  218,Intro Eastern Religions,THEO GER,UG13
60342  University of Louisville,HUM  219,Intro Western Religions,THEO 307,UG12
60342  University of Louisville,HUM  224,Intro to Film HCD2,FILM 270,UG14
60342  University of Louisville,HUM  311,Hebrew Bible/ Old Test,THEO ELU,UG15
60342  University of Louisville,HUM  322,Mod fiction: 20th Cent,ENGL ELE,UG13
60342  University of Louisville,HUM  323,Modern Drama,HUM. ELU,UG13
60342  University of Louisville,IDEP 101,Integ Basic Science,GEN. ELE,UG11
60342  University of Louisville,IDEP 102,Basic Integrated Sci,GEN. ELE,UG11
60342  University of Louisville,IDEP 103,Integrated Basic Sci,GEN. ELE,UG11
60342  University of Louisville,ISDP 101,Computer Literacy I,C.S. 116,UG12
60342  University of Louisville,ISDP 155,Intro to Microcomp Appli,C.S. 116,UG14
60342  University of Louisville,ITAL 121,Basic Italian I,ITAL 101,UG14
60342  University of Louisville,JA   200,Crime & Just. in the U.S.,CJS. ELE,UG11
60342  University of Louisville,JA   201,Law Enforcement In U.S.,CJS. ELE,UG11
60342  University of Louisville,JA   201,Law Enforcement In U.S.,CJS. ELE,UG14
60342  University of Louisville,JA   202,Corrections in the U.S.,CJS. ELE,UG14
60342  University of Louisville,JA   202,Corrections in the U.S.,CJS. 331,UG11
60342  University of Louisville,JA   305,Criminal Behavior,CJS. ELU,UG14
60342  University of Louisville,JA   306,Criminal Procedure,CJS. ELU,UG14
60342  University of Louisville,JA   306,Criminal Procedure,CJS. ELE,UG11
60342  University of Louisville,JA   352,Sex Crimes,CJS. ELU,UG11
60342  University of Louisville,JA   355,Criminalistics,CJS. ELE,UG11
60342  University of Louisville,JA   360,Juvenile Justice,CJS. ELU,UG14
60342  University of Louisville,JA   360,Juvenile Justice,CJS. ELU,UG12
60342  University of Louisville,JA   395,Criminal Law and Evidence,CJS. ELU,UG14
60342  University of Louisville,JA   521,White collar Crime-WR,CJS. ELU,UG13
60342  University of Louisville,JA   580,Intnl Service Lrng: CJ Sem,CJS. ELE,UG11
60342  University of Louisville,JA   597,Ethics in Crim Just-WR,CJS. ELU,UG13
60342  University of Louisville,JAPN 101,Basic Japanese I,JPN. 101,UG14
60342  University of Louisville,LAS  313,Panamanian Culture,GEN. ELE,UG11
60342  University of Louisville,LING 325,Intro to Linguistics,ENGL 402,UG12
60342  University of Louisville,MATH 105,Contemporary Mathematics,MATH 107,UG12
60342  University of Louisville,MATH 105,Contemporary Mathematics,MATH 107,UG11
60342  University of Louisville,MATH 105,Contemporary Mathematics,MATH 107,UG14
60342  University of Louisville,MATH 107,Finite Mathematics,MATH GER,UG11
60342  University of Louisville,MATH 107,Finite Mathematics,MATH ELE,UG11
60342  University of Louisville,MATH 107,Finite Mathematics,MATH ELE,UG13
60342  University of Louisville,MATH 107,Finite Mathematics,MATH ELE,UG14
60342  University of Louisville,MATH 108,Elements of Calculus,MATH 117,UG14
60342  University of Louisville,MATH 109,Elementary Statistics,MATH 205,UG15
60342  University of Louisville,MATH 109,Elementary Statistics,MATH 205,UG11
60342  University of Louisville,MATH 111,College Algebra,MATH 105,UG11
60342  University of Louisville,MATH 111,College Algebra,MATH 105,UG15
60342  University of Louisville,MATH 111,College Algebra,MATH 105,UG14
60342  University of Louisville,MATH 151,Math For Elem Educ I,MATH 101,UG15
60342  University of Louisville,MATH 151,Math For Elem Educ I,MATH 101,UG14
60342  University of Louisville,MATH 152,Math for Elem Educ II,MATH 102,UG14
60342  University of Louisville,MATH 152,Math for Elem Educ II,MATH 102,UG11
60342  University of Louisville,MATH 180,Elements of Calculus,MATH 117,UG11
60342  University of Louisville,MATH 180,Elements of Calculus,MATH 116,UG15
60342  University of Louisville,MATH 190,Precalculus,MATH 116,UG15
60342  University of Louisville,MATH 190,Precalculus,MATH 116,UG11
60342  University of Louisville,MATH 190,Precalculus,MATH 116,UG14
60342  University of Louisville,MATH 205,Calculus I,MATH 117,UG14
60342  University of Louisville,MATH 205,Calculus I,MATH 117,UG11
60342  University of Louisville,MATH 206,Calculus II,MATH 118,UG11
60342  University of Louisville,MATH 206,Calculus II,MATH 118,UG14
60342  University of Louisville,MB   110,Elem Med Microbiology,BIOL 202,UG11
60342  University of Louisville,MB   112,Elementary Pathology,GEN. ELE,UG11
60342  University of Louisville,MGMT 201,Business Statistics,MATH 205,UG14
60342  University of Louisville,MGMT 301,Mgmt & Org Behavior,B.A. ELE,UG14
60342  University of Louisville,MGMT 301,Mgmt & Org Behavior,B.A. ELU,UG15
60342  University of Louisville,MGMT 301,Mgmt & Org Behavior,B.A. ELE,UG13
60342  University of Louisville,MGMT 401,Operations Management,B.A. ELU,UG13
60342  University of Louisville,MGMT 401,Operations Management,B.A. ELU,UG14
60342  University of Louisville,MGMT 460,Leadership,B.A. ELU,UG14
60342  University of Louisville,MGMT 610,Op Mgt Sys and Tech,MTAX ELE,GR14
60342  University of Louisville,MGMT 698,Research Sem Mgt,MTAX ELE,GR14
60342  University of Louisville,MILS 202,Int Lead Skill Devl II,GEN. ELE,UG12
60342  University of Louisville,MILS 210,Topics in Mil Sci,GEN. ELE,UG12
60342  University of Louisville,MILS 212,Army Physical Fitness IV,GEN. ELE,UG12
60342  University of Louisville,MILS 301,Leadership & Mgmt I,GEN. ELE,UG12
60342  University of Louisville,MILS 311,Army PT,GEN. ELU,UG12
60342  University of Louisville,MKT  301,Prin of Marketing,B.A. ELE,UG14
60342  University of Louisville,MKT  301,Prin of Marketing,B.A. 305,UG14
60342  University of Louisville,MUH  204,Music in Western Civ,MUSC GER,UG15
60342  University of Louisville,MUH  204,Music in Western Civ,MUSC ELE,UG15
60342  University of Louisville,MUH  204,Music in Western Civ,MUSC ELE,UG14
60342  University of Louisville,MUH  204,Music in Western Civ,MUSC GER,UG14
60342  University of Louisville,MUH  204,Music in Western Civ,MUSC GER,UG11
60342  University of Louisville,MUH  212,History of Rock & Roll,MUSC ELE,UG14
60342  University of Louisville,MUH  212,History of Rock & Roll,MUSC GER,UG12
60342  University of Louisville,MUH  212,History of Rock & Roll,MUSC GER,UG13
60342  University of Louisville,MUH  218,Survey of American Jazz,MUSC GER,UG15
60342  University of Louisville,MUH  218,Survey of American Jazz,MUSC ELE,UG14
60342  University of Louisville,MUH  218,Survey of American Jazz,MUSC GER,UG11
60342  University of Louisville,MUH  312,History of Rock & Roll,MUSC GER,UG12
60342  University of Louisville,MUS  127,Class Piano-Beginners I,MUSI 100,UG12
60342  University of Louisville,MUS  128,Class Piano-Beginners II,MUSI 111,UG12
60342  University of Louisville,MUS  217,Class Guitar I,MUSI 163,UG12
60342  University of Louisville,MUS  218,Class Guitar II,MUSI 163,UG12
60342  University of Louisville,NURS 101,S.T.A.T. For Nursing,GEN. ELE,UG12
60342  University of Louisville,NURS 101,Nursing I,NURS ELE,UG11
60342  University of Louisville,NURS 101,S.T.A.T. For Nursing,NURS ELE,UG11
60342  University of Louisville,NURS 101,Nursing I,NURS ELE,UG14
60342  University of Louisville,NURS 101,S.T.A.T. For Nursing,NURS ELE,UG15
60342  University of Louisville,NURS 102,Nursing II,NURS ELE,UG11
60342  University of Louisville,NURS 201,Nursing III,NURS ELE,UG11
60342  University of Louisville,NURS 202,Nursing IV,NURS ELE,UG11
60342  University of Louisville,NURS 210,Current Issues Nurs,NURS ELE,UG11
60342  University of Louisville,NURS 320,Health Assessment,NURS ELE,UG11
60342  University of Louisville,NURS 338,Lifespan Pathophysiology,BIOL 300,UG11
60342  University of Louisville,NURS 338,Lifespan Pathophysiology,BIOL 300,UG15
60342  University of Louisville,NURS 338,Lifespan Pathophysiology,BIOL 300,UG12
60342  University of Louisville,NURS 338,Lifespan Pathophysiology,BIOL 300,UG14
60342  University of Louisville,NURS 395,Nurs Pharm,NURS ELE,UG14
60342  University of Louisville,NURS 395,Nurs Pharm,NURS ELE,UG11
60342  University of Louisville,NURS 395,Nurs Pharm,NURS ELE,UG12
60342  University of Louisville,NURS 395,Nurs Pharm,NURS ELE,UG15
60342  University of Louisville,NURS 550,Foundations Adv Practice,NURS 602,GR13
60342  University of Louisville,NURS 605,Foundations Adv Practice,NURS 602,GR13
60342  University of Louisville,NURS 606,Health Care Systems,NURS ELE,GR13
60342  University of Louisville,NURS 651,Evidence Based Nursing,NURS 624,GR13
60342  University of Louisville,NURS 651,Nursing Research,NURS 624,GR13
60342  University of Louisville,NURS 652,Statistics,NURS 626,GR13
60342  University of Louisville,NURS 655,Pathophysiology: Cli Dec,NURS ELE,GR13
60342  University of Louisville,PARA 101,Legal Sys Paralegals,GEN. ELE,UG14
60342  University of Louisville,PARA 101,Legal Sys Paralegals,GEN. ELE,UG11
60342  University of Louisville,PARA 102,Legal Resrch&Writing,GEN. ELE,UG11
60342  University of Louisville,PARA 102,Legal Resrch&Writing,GEN. ELE,UG14
60342  University of Louisville,PARA 203,Adv Legal Res & Writing,GEN. ELE,UG11
60342  University of Louisville,PARA 305,Family Law,GEN. ELU,UG11
60342  University of Louisville,PARA 310,Torts For Paralegals,GEN. ELU,UG11
60342  University of Louisville,PARA 399,Professional Ethics,GEN. ELU,UG13
60342  University of Louisville,PAS  200,Intro/Pan-Afric Stud 1-SBCD1,GEN. ELE,UG14
60342  University of Louisville,PAS  227,Survey of Amer Diversy,GEN. ELE,UG12
60342  University of Louisville,PAS  301,Spec Topics: Race and Hip Hop,GEN. ELE,UG13
60342  University of Louisville,PAS  364,Racism and Sexism,GEN. ELE,UG11
60342  University of Louisville,PED  270,Hist&Found of Health&ped,GEN. ELE,UG14
60342  University of Louisville,PED  300,Theory&Art-Movement,GEN. ELU,UG14
60342  University of Louisville,PED  310,Concepts Hlth & Wellness,GEN. ELU,UG14
60342  University of Louisville,PED  360,Admin-Intramural Act,GEN. ELU,UG14
60342  University of Louisville,PED  377,Hper Tests&Measurmnt,GEN. ELU,UG14
60342  University of Louisville,PED  381,Principles of Sport Adm,GEN. ELU,UG14
60342  University of Louisville,PED  391,Sport In American Societ,GEN. ELU,UG14
60342  University of Louisville,PED  396,Hea Fitness Inst Lab,GEN. ELU,UG14
60342  University of Louisville,PGY  206,Elementary Physiology,BIOL 109,UG11
60342  University of Louisville,PHIL 205,Intro to Philosophy,PHIL 160,UG11
60342  University of Louisville,PHIL 205,Intro to Philosophy,PHIL 160,UG15
60342  University of Louisville,PHIL 211,Critical Thinking,PHIL ELE,UG15
60342  University of Louisville,PHIL 211,Critical Thinking,PHIL ELE,UG11
60342  University of Louisville,PHIL 211,Critical Thinking,PHIL ELE,UG12
60342  University of Louisville,PHIL 211,Critical Thinking,PHIL ELE,UG14
60342  University of Louisville,PHIL 222,Comtmp Ethical Problems,PHIL ELE,UG14
60342  University of Louisville,PHIL 222,Comtmp Ethical Problems,PHIL ELE,UG11
60342  University of Louisville,PHIL 222,Comtmp Ethical Problems,PHIL ELE,UG15
60342  University of Louisville,PHIL 225,Business Ethics,PHIL ELE,UG14
60342  University of Louisville,PHIL 225,Business Ethics,PHIL ELE,UG13
60342  University of Louisville,PHIL 311,Intro to Logic,PHIL 302,UG14
60342  University of Louisville,PHIL 311,Intro to Logic,PHIL 302,UG11
60342  University of Louisville,PHIL 321,Ethics,PHIL 301,UG11
60342  University of Louisville,PHIL 323,Medical Ethics,PHIL ELU,UG14
60342  University of Louisville,PHIL 323,Medical Ethics,PHIL ELU,UG15
60342  University of Louisville,PHIL 323,Medical Ethics,PHIL 430,UG12
60342  University of Louisville,PHIL 331,Phil of the Arts,PHIL 402,UG11
60342  University of Louisville,PHUN 101,Intro to Public Health,GEN. ELE,UG14
60342  University of Louisville,PHYS 106,El Astro Stellar Sys,PHYS ELE,UG15
60342  University of Louisville,PHYS 107,Elementary Astronomy,PHYS ELE,UG15
60342  University of Louisville,PHYS 107,Elementary Astronomy,PHYS ELE,UG11
60342  University of Louisville,PHYS 107,Elementary Astronomy,PHYS 105,UG11
60342  University of Louisville,PHYS 107,Elementary Astronomy,PHYS ELE,UG14
60342  University of Louisville,PHYS 107,Elementary Astronomy,PHYS 105,UG13
60342  University of Louisville,PHYS 108,Elem Astronomy Lab,PHYS 105L,UG13
60342  University of Louisville,PHYS 108,Elem Astronomy Lab,PHYS 105L,UG11
60342  University of Louisville,PHYS 111,Elements of Physics,PHYS GER,UG12
60342  University of Louisville,PHYS 111,Elements of Physics,PHYS GER,UG15
60342  University of Louisville,PHYS 220,Contp Issues-Meteorology,PHYS ELE,UG14
60342  University of Louisville,PHYS 220,Contp Issues-Meteorology,PHYS ELE,UG11
60342  University of Louisville,PHYS 221,Fund of Physics I,PHYS 201,UG14
60342  University of Louisville,PHYS 221,Fund of Physics I,PHYS 201,UG11
60342  University of Louisville,PHYS 222,Fund of Physics II,PHYS 202,UG11
60342  University of Louisville,PHYS 223,Fund of Physics Lab,PHYS 205L,UG11
60342  University of Louisville,PHYS 223,Fund of Physics Lab,PHYS 201L,UG11
60342  University of Louisville,PHYS 223,Fund of Physics Lab,PHYS ELE,UG11
60342  University of Louisville,PHYS 223,Fund of Physics Lab,PHYS 201L,UG14
60342  University of Louisville,PHYS 224,Fund-Physics Lab II,PHYS 202L,UG11
60342  University of Louisville,PHYS 295,Intro Laboratory I,PHYS 205L,UG12
60342  University of Louisville,PHYS 296,Intro Laboratory II,GEN. ELE,UG12
60342  University of Louisville,PHYS 298,Intro Mech Heat & Sound,PHYS 205,UG12
60342  University of Louisville,PHYS 299,"Intro Elec, Mag & Light",PHYS 206,UG12
60342  University of Louisville,PHZB 215,Intro Biomed Sci-S,BIOL 441,UG12
60342  University of Louisville,POLS 111,Political Discourse,P.S. ELE,UG14
60342  University of Louisville,POLS 111,Political Discourse,P.S. ELE,UG15
60342  University of Louisville,POLS 201,Fund of Amer Government,P.S. 101,UG11
60342  University of Louisville,POLS 201,Fund of Amer Government,P.S. 101,UG13
60342  University of Louisville,POLS 202,Comparative Polit Systems,P.S. ELE,UG11
60342  University of Louisville,POLS 302,Urban Pol Economy,P.S. ELU,UG14
60342  University of Louisville,POLS 311,The American Presidency,P.S. ELU,UG11
60342  University of Louisville,POLS 313,Con Law-Civil Lib,P.S. ELU,UG11
60342  University of Louisville,POLS 322,Am Parties & Elects,P.S. ELE,UG11
60342  University of Louisville,POLS 323,Queer Politics,P.S. ELE,UG11
60342  University of Louisville,POLS 326,Public Policy,P.S. ELU,UG11
60342  University of Louisville,POLS 333,Amer Foreign Policy,P.S. 413,UG11
60342  University of Louisville,PORT 201,Intermediate Port I,F.L. ELE,UG14
60342  University of Louisville,PORT 202,Intermediate Port II,F.L. ELE,UG14
60342  University of Louisville,PSYC 201,Introduction to Psychology,PSYC 103,UG14
60342  University of Louisville,PSYC 201,Introduction to Psychology,PSYC 103,UG12
60342  University of Louisville,PSYC 201,Introduction to Psychology,PSYC 103,UG11
60342  University of Louisville,PSYC 201,Introduction to Psychology,PSYC 103,UG13
60342  University of Louisville,PSYC 201,Introduction to Psychology,PSYC 103,UG15
60342  University of Louisville,PSYC 301,Quan Meth in Psych,MATH 205,UG12
60342  University of Louisville,PSYC 302,Experimental Psychology,PSYC ELU,UG12
60342  University of Louisville,PSYC 302,Experimental Psychology,PSYC 310,UG12
60342  University of Louisville,PSYC 302,Experimental Psychology,PSYC ELU,UG14
60342  University of Louisville,PSYC 322,Cognitive Processes,PSYC ELU,UG14
60342  University of Louisville,PSYC 322,Cognitive Processes,PSYC ELU,UG15
60342  University of Louisville,PSYC 322,Cognitive Processes,PSYC ELE,UG12
60342  University of Louisville,PSYC 342,Drugs and Behavior,PSYC ELU,UG12
60342  University of Louisville,PSYC 344,Physiological Psychology,PSYC ELU,UG12
60342  University of Louisville,PSYC 344,Physiological Psychology,PSYC ELU,UG14
60342  University of Louisville,PSYC 363,Life-span Developmentl Psych,PSYC 218,UG14
60342  University of Louisville,PSYC 363,Life-span Developmentl Psych,PSYC 218,UG15
60342  University of Louisville,PSYC 363,Life-span Developmentl Psych,PSYC 218,UG12
60342  University of Louisville,PSYC 363,Life-span Developmentl Psych,PSYC 218,UG11
60342  University of Louisville,PSYC 372,Social Psychology,PSYC 317,UG14
60342  University of Louisville,PSYC 372,Social Psychology,PSYC 317,UG12
60342  University of Louisville,PSYC 375,Personality,PSYC ELU,UG12
60342  University of Louisville,PSYC 383,Forensic Psychology,PSYC ELU,UG13
60342  University of Louisville,PSYC 385,Abnormal Psychology,PSYC 304,UG12
60342  University of Louisville,PSYC 385,Abnormal Psychology,PSYC 304,UG14
60342  University of Louisville,PSYC 404,Seminar in Psychology,PSYC ELU,UG12
60342  University of Louisville,PSYC 432,Vision and Art,PSYC 409,UG14
60342  University of Louisville,PSYC 450,Exercise Psychology,PSYC 409,UG11
60342  University of Louisville,SOC  101,Intro to Sociology,SOC. 101,UG14
60342  University of Louisville,SOC  201,Intro To Sociology,SOC. 101,UG14
60342  University of Louisville,SOC  201,Intro To Sociology,COMM 103,UG11
60342  University of Louisville,SOC  201,Intro To Sociology,SOC. 101,UG11
60342  University of Louisville,SOC  201,Intro To Sociology,SOC. 101,UG12
60342  University of Louisville,SOC  201,Intro To Sociology,SOC. 101,UG15
60342  University of Louisville,SOC  202,Social Problems,SOC. 201,UG15
60342  University of Louisville,SOC  202,Social Problems,SOC. 201,UG12
60342  University of Louisville,SOC  202,Social Problems,SOC. 201,UG14
60342  University of Louisville,SOC  203,Self & Society,SOC. ELE,UG14
60342  University of Louisville,SOC  203,Self & Society,SOC. ELE,UG12
60342  University of Louisville,SOC  204,Marriage and Family,SOC. 323,UG11
60342  University of Louisville,SOC  209,Principles and Concepts,SOC. 101,UG12
60342  University of Louisville,SOC  210,Race in the U.S.,SOC. ELE,UG13
60342  University of Louisville,SOC  210,Race in the U.S.,SOC. ELE,UG11
60342  University of Louisville,SOC  210,Race in the U.S.,SOC. ELE,UG14
60342  University of Louisville,SOC  301,Intro to Social Statisti,MATH ELE,UG12
60342  University of Louisville,SOC  301,Intro to Social Statisti,MATH 200,UG15
60342  University of Louisville,SOC  301,Intro to Social Statisti,MATH 205,UG12
60342  University of Louisville,SOC  307,Rural Sociology,SOC. ELU,UG12
60342  University of Louisville,SOC  315,Environmental Sociology,SOC. ELU,UG12
60342  University of Louisville,SOC  320,Social Theory,SOC. 205,UG12
60342  University of Louisville,SOC  323,Diversity and Inequality,SOC. ELU,UG12
60342  University of Louisville,SOC  323,Diversity and Inequality,SOC. ELU,UG13
60342  University of Louisville,SOC  323,Diversity and Inequality,SOC. ELU,UG14
60342  University of Louisville,SOC  325,Soc Human Sexualtiy,SOC. ELU,UG12
60342  University of Louisville,SOC  325,Soc Human Sexualtiy,SOC. ELU,UG14
60342  University of Louisville,SOC  329,Sociology of Families,SOC. ELU,UG14
60342  University of Louisville,SOC  336,Criminology,CJS. 307,UG13
60342  University of Louisville,SOC  342,Medical Sociology,SOC. ELE,UG11
60342  University of Louisville,SOC  464,Race & Ethnicity,SOC. ELU,UG12
60342  University of Louisville,SOC 301,Intro to Social Statisti,MATH 205,UG14
60342  University of Louisville,SPAD 383,Sport Marketing,GEN. ELU,UG14
60342  University of Louisville,SPAD 389,Legal Aspects of Sport,GEN. ELU,UG14
60342  University of Louisville,SPAD 391,Sport in Amer Society WR,GEN. ELU,UG13
60342  University of Louisville,SPAD 470,Hist Sport Goods Indust,GEN. ELU,UG14
60342  University of Louisville,SPAN 121,Basic Spanish I,SPAN 101,UG15
60342  University of Louisville,SPAN 121,Basic Spanish I,SPAN 101,UG14
60342  University of Louisville,SPAN 121,Basic Spanish I,SPAN 101,UG11
60342  University of Louisville,SPAN 122,Basic Spanish II,SPAN 102,UG11
60342  University of Louisville,SPAN 122,Basic Spanish II,SPAN 102,UG14
60342  University of Louisville,SPAN 122,Basic Spanish II,SPAN 102,UG15
60342  University of Louisville,SPAN 123,Basic Spanish III,SPAN ELE,UG11
60342  University of Louisville,SPAN 123,Basic Spanish III,SPAN 111,UG11
60342  University of Louisville,SPAN 123,Basic Spanish III,SPAN 201,UG11
60342  University of Louisville,SPAN 141,Intensive Spanish I,SPAN 101,UG12
60342  University of Louisville,SPAN 142,Intensive Spanish II,SPAN 102,UG12
60342  University of Louisville,SPAN 201,Intermediate Span I,SPAN 201,UG11
60342  University of Louisville,SPAN 221,Intermediate Spanish,SPAN 201,UG11
60342  University of Louisville,SPAN 321,Spanish Conversation,SPAN 212,UG11
60342  University of Louisville,SPAN 523,Adv Com Skills,SPAN ELU,UG12
60342  University of Louisville,SW   202,Family Relationships,SOC. ELE,UG13
60342  University of Louisville,SW   202,Family Relationships,GEN. ELE,UG12
60342  University of Louisville,TA   207,Enjoyment of Theatre,THEA 202,UG12
60342  University of Louisville,TA   207,Enjoyment of Theatre,THEA GER,UG11
60342  University of Louisville,TA   207,Enjoyment of Theatre,THEA 202,UG15
60342  University of Louisville,TA   207,Enjoyment of Theatre,THEA 202,UG14
60342  University of Louisville,TA   320,Acting I,THEA 110,UG14
60342  University of Louisville,TA   324,Acting Non-Majors,THEA 110,UG14
60342  University of Louisville,TA   324,Acting Non-Majors,THEA 110,UG13
60342  University of Louisville,WGST 201,Women in Amer Culture,GEN. ELE,UG14
60342  University of Louisville,WGST 201,Women in Amer Culture,GEN. ELE,UG11
60342  University of Louisville,WGST 203,Gender & Public Dialogue,GEN. ELE,UG11
60342  University of Louisville,WGST 325,Women in Literature,ENGL 436,UG13
60342  University of Louisville,WGST 325,Women in Literature,ENGL GER,UG12
60342  University of Louisville,WGST 331,Hist of Women 1700-Pres-CD2,GEN. ELE,UG14
60342  University of Louisville,WGST 347,Racism and Sexism,GEN. ELE,UG14
60342  University of Louisville,WMST 201,Women in Amer Culture,GEN. ELE,UG15
60342  University of Louisville,WMST 535,Women's Health,GEN. ELE,UG12
266952  University of Malta,FDT 3285,The Act of Faith,THEO 409,UG15
266952  University of Malta,FDT 4710,Christology and Mariology,THEO 306,UG15
266952  University of Malta,MRT 3330,"Theology, Sexuality and Marriage",THEO 312,UG15
266952  University of Malta,PHI 2001,Logic,PHIL 302,UG15
266952  University of Malta,SHG 1010,Biblical Inspiration Interpret,THEO 441,UG15
266952  University of Malta,SHG 1570,Personification of Evil,THEO 441,UG15
1036572  University of Manitoba,ANTH 122,Cultural Anthropology,ANTH 111,UG11
1036572  University of Manitoba,ANTH2550,Culture and the Individual,ANTH 241,UG12
1036572  University of Manitoba,ECON 101,Introduction to Microeconomics,ECON 111,UG11
1036572  University of Manitoba,PHIL 129,Critical Thinking,PHIL ELE,UG11
129206  University of Maryland,BIOL 160,Human Biology,BIOL GER,UG14
129206  University of Maryland,BIOL 161,Lab in Human Biology,BIOL ELE,UG14
129206  University of Maryland,EDCP 103,Fundamentals Writing & Grammar,GEN. ELE,UG11
129206  University of Maryland,GVPT 210,Public Administration & Policy,GEN. ELE,UG11
129206  University of Maryland,IFSM 201,Intro Computer-Based Systems,C.S. 116,UG11
129206  University of Maryland,LIBS 150,Introduction to Research,GEN. ELE,UG14
129206  University of Maryland,MGST 140,Personal Financial Management,B.A. ELE,UG11
129206  University of Maryland,MGST 160,Principles of Supervision,B.A. ELE,UG11
129206  University of Maryland,SPCH 101,Introduction to Public Speaking,COMM 103,UG14
257880  University of Maryland-UC,BIOL 101,Concepts of Biology,BIOL 115,UG14
257880  University of Maryland-UC,BIOL 102,Laboratory in Biology,BIOL 115L,UG14
257880  University of Maryland-UC,BIOL 181,Life in the Oceans,BIOL ELE,UG14
257880  University of Maryland-UC,BIOL 182,Marine Biology Laboratory,BIOL ELE,UG14
257880  University of Maryland-UC,BIOL 201,Human anatomy Physiology I,BIOL 108,UG14
257880  University of Maryland-UC,BIOL 328,Bioethics,BIOL ELE,UG14
257880  University of Maryland-UC,ECON 203,Principles of Microeconomics,ECON 111,UG14
257880  University of Maryland-UC,EDCP 101,Effective Writing Skills,ENGL ELE,UG12
257880  University of Maryland-UC,GERM 111,Elementary German I,GERM 101,UG14
257880  University of Maryland-UC,IFSM 201,Concepts & Apps of Info Tech,C.S. 116,UG14
257880  University of Maryland-UC,ITAL 111,Elementary Italian I,ITAL 101,UG12
257880  University of Maryland-UC,LIBS 150,Introduction to Research,GEN. ELE,UG14
257880  University of Maryland-UC,MATH 102,College Mathematics,MATH 102,UG14
257880  University of Maryland-UC,NSCI 100,Intro to Physical Science,N.S. ELE,UG14
257880  University of Maryland-UC,NSCI 101,Physical Science Laboratory,N.S. ELE,UG14
257880  University of Maryland-UC,PHIL 140,Contemporary Moral Issues,PHIL ELE,UG14
257880  University of Maryland-UC,PSYC 100,Introduction to Psychology,PSYC 103,UG14
257880  University of Maryland-UC,SPCH 101,Introduction Public Speaking,COMM 103,UG14
257880  University of Maryland-UC,STAT 200,Introduction to Statistics,MATH 205,UG14
257880  University of Maryland-UC,WRTG 101,Introduction to Writing,ENGL 101,UG14
257880  University of Maryland-UC,WRTG 393,Advanced Technical Writing,ENGL 309,UG14
88080  University of Massachusetts at L,35   102,Anatomy & Physiology II,BIOL 109,UG11
88080  University of Massachusetts at L,35   104,Human A & P Lab II,BIOL 109L,UG11
